INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING	INT	FLOAT	STRING
103	初级减血	1	STD_IMPACT_001	0	6	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	伤害数值+	45	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	直接减血10
104	初级内攻	3	STD_IMPACT_003	0	1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	571	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值		0			0			0			0			0			0			0			0			0			0	加10外攻
105	初级加血	4	STD_IMPACT_004	0	10	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HP修改量	80	0	MP修改量	0	0	Rage修改量	0	0	StrikePoint修改量	0	0			0			0			0			0			0			0			0			0			0			0			0			0	加50血
106	初级内防	11	STD_IMPACT_011	1	42	-1	42	0	1	0	1	1	0	0	0	0	0	1	0	300000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	190	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加10内防
107	初级破绽1	11	STD_IMPACT_011	1	25	-1	25	0	1	0	1	0	0	0	0	0	0	1	0	30000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	-127	0	魔法攻击+	0	0	魔法防御+	-127	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	减10外防
109	初级隐身	14	STD_IMPACT_014	1	99	-1	99	1	1	0	0	1	0	0	1	1	0	1	0	5000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	0	0	移动速度修正%（0为无效）	-50	0	隐身级别修正（0为无效）	10	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；		0	技能集合ID		0	效果集合ID		0			0			0			0			0	加物防
110	初级陷阱	10	StdImpact010	1	4	-1	4	10	-1	0	1	0	0	1	0	0	0	0	0	10000	1000	1	0	0	0	0	子效果1数据索引	111	0	子效果2数据索引	-1	0	。。。	-1	0	子效果15数据索引	-1	0	子效果16数据索引	-1	0	， 一共可以填16个子效果，不用的子效果域请填-1。	-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0		-1	0	韦陀杵HPDOT1
111	HPDOT4减血	1	STD_IMPACT_001	0	3	-1	-1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	伤害数值+	45	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	加物防
112	攻击免疫+攻击不能	14	STD_IMPACT_014	1	211	-1	211	160	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	0	0	可否使用任何技能（CanAction2标记,-1为无效）	0	0	可否移动（CanMove标记,-1为无效）	1	0	无敌否（Unbreakable标记,-1为无效）	1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	加物防
113	漕运状态（禁止回城、隐身、乘骑）	14	STD_IMPACT_017	1	271	-1	271	160	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	可否使用任何技能（CanAction1标记,-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	0	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	0	0	技能集合ID	64	0	效果集合ID	63	0			0			0			0			0	加物防
114	漕运怪状态（反隐、加速）	14	STD_IMPACT_014	1	272	-1	272	160	1	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	100	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	1200	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	加物防
115	漕运+外攻（一级）	11	STD_IMPACT_011	1	223	-1	223	10	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	380	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
116	漕运+外攻（二级）	11	STD_IMPACT_011	1	223	-1	223	20	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	634	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
117	漕运+外攻（三级）	11	STD_IMPACT_011	1	223	-1	223	30	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	888	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
118	漕运+外攻（四级）	11	STD_IMPACT_011	1	223	-1	223	40	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	1142	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
119	漕运+外攻（五级）	11	STD_IMPACT_011	1	223	-1	223	50	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	1396	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
120	漕运+外防（一级）	11	STD_IMPACT_011	1	224	-1	224	10	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	380	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
121	漕运+外防（二级）	11	STD_IMPACT_011	1	224	-1	224	20	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	634	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
122	漕运+外防（三级）	11	STD_IMPACT_011	1	224	-1	224	30	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	888	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
123	漕运+外防（四级）	11	STD_IMPACT_011	1	224	-1	224	40	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	1142	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
124	漕运+外防（五级）	11	STD_IMPACT_011	1	224	-1	224	50	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	1396	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
125	漕运+外攻（一级）	11	STD_IMPACT_011	1	225	-1	225	10	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	380	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
126	漕运+外攻（二级）	11	STD_IMPACT_011	1	225	-1	225	20	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	634	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加物防
127	漕运+外攻（三级）	11	STD_IMPACT_011	1	225	-1	225	30	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	888	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	一苇渡江（加速）
128	漕运+外攻（四级）	11	STD_IMPACT_011	1	225	-1	225	40	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	1142	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
129	漕运+外攻（五级）	11	STD_IMPACT_011	1	225	-1	225	50	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	1396	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
130	漕运+外防（一级）	11	STD_IMPACT_011	1	226	-1	226	10	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	380	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
131	漕运+外防（二级）	11	STD_IMPACT_011	1	226	-1	226	20	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	634	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
132	漕运+外防（三级）	11	STD_IMPACT_011	1	226	-1	226	30	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	888	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
133	漕运+外防（四级）	11	STD_IMPACT_011	1	226	-1	226	40	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	1142	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
134	漕运+外防（五级）	11	STD_IMPACT_011	1	226	-1	226	50	1	0	0	1	0	0	0	0	0	0	0	120000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	1396	0	冰系攻击修正	0	0	冰系抗性修正	0	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
135	漕运加速	14	STD_IMPACT_014	1	227	-1	227	160	1	0	0	1	0	0	0	0	0	0	0	25000	0	0	0	0	0	0	可否使用任何技能（CanAction1标记，-1为无效）	-1	0	可否使用任何技能（CanAction2标记,-1为无效）	-1	0	可否移动（CanMove标记,-1为无效）	-1	0	无敌否（Unbreakable标记,-1为无效）	-1	0	移动速度修正%（0为无效）	50	0	隐身级别修正（0为无效）	0	0	反隐级别修正（0为无效）	0	0	变身ID(-1为无效)	-1	0	骑乘ID(-1为无效)	-1	0	允许还是禁止, 1: 允许； 0: 禁止； -1: 无效值；	-1	0	技能集合ID	-1	0	效果集合ID	-1	0			0			0			0			0	
136	漕运50％不遇怪	38	STD_IMPACT_038	1	228	-1	228	20	1	0	0	1	0	0	0	0	0	0	0	300000	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
137	漕运100％不遇怪	38	STD_IMPACT_038	1	229	-1	228	30	1	0	0	1	0	0	0	0	0	0	0	300000	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
138	少林门派任务特效	0	STD_IMPACT_000	0	68	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
139	明教门派任务特效	0	STD_IMPACT_000	0	69	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
140	丐帮门派任务特效	0	STD_IMPACT_000	0	70	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
141	武当门派任务特效	0	STD_IMPACT_000	0	71	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
142	峨嵋门派任务特效	0	STD_IMPACT_000	0	72	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
143	星宿门派任务特效	0	STD_IMPACT_000	0	73	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
144	大理门派任务特效	0	STD_IMPACT_000	0	74	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
145	天山门派任务特效	0	STD_IMPACT_000	0	75	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	
146	逍遥门派任务特效	0	STD_IMPACT_000	0	76	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加强下一次伤害
147	升级特效蓝绿转红	0	STD_IMPACT_000	0	202	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加外防
148	升级特效黄转紫	0	STD_IMPACT_000	0	203	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加外攻
149	升级特效紫红转蓝绿	0	STD_IMPACT_000	0	204	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加闪避
150	升级特效黄转绿	0	STD_IMPACT_000	0	205	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加内攻
151	升级特效紫转黄	0	STD_IMPACT_000	0	206	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加血上限
152	升级特效蓝转橙	0	STD_IMPACT_000	0	207	-1	-1	20	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0																											0			0			0			0			0			0			0			0	加内防
153	增加冰防5点	11	StdImpact011	1	600	-1	600	20	1	0	1	1	0	0	0	0	0	0	0	300000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	5	0	火系攻击修正	0	0	火系抗性修正	0	0	电系攻击修正	0	0	电系抗性修正	0	0	毒系攻击修正	0	0	毒系抗性修正	0	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	加命中
154	落马箭	18	STD_IMPACT_018	0	3	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	驱散级别	300	0	驱散个数	10	0	驱散集合1	66	0	驱散集合2	0	0	驱散集合3	0	0	驱散集合4	0	0		0	0		0	0		0	0		0	0			0			0			0			0			0			0	加抗性
160	少林门派buff	12	STD_IMPACT_012	1	202	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	10	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	加会心
161	明教门派buff	12	STD_IMPACT_012	1	203	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	10	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
162	丐帮门派buff	13	STD_IMPACT_013	1	204	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	命中+	0	0	闪避+	50	0	会心攻击+	0	0	会心防御+	0	0			0			0			0			0			0			0			0			0			0			0			0		0	0	
163	武当门派buff	12	STD_IMPACT_012	1	205	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	10	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
164	峨嵋门派buff	12	STD_IMPACT_012	1	206	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	0	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	5	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
165	星宿门派buff	12	STD_IMPACT_012	1	207	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击修正率	0	0	物理防御修正率	0	0	魔法攻击修正率	0	0	魔法防御修正率	10	0	冰系攻击修正率	0	0	冰系抗性修正率	0	0	火系攻击修正率	0	0	火系抗性修正率	0	0	电系攻击修正率	0	0	电系抗性修正率	0	0	毒系攻击修正率	0	0	毒系抗性修正率	0	0	MAX_HP修正率	0	0	MAX_MP修正率	0	0	MAX_RAGE修正率	0	0	MAX_STRIKE_POINT修正率	0	0	
166	大理门派buff	13	STD_IMPACT_013	1	208	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	命中+	50	0	闪避+	0	0	会心攻击+	0	0	会心防御+	0	0			0			0			0			0			0			0			0			0			0			0			0		0	0	
167	天山门派buff	11	STD_IMPACT_011	1	209	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	物理攻击+	0	0	物理防御+	0	0	魔法攻击+	0	0	魔法防御+	0	0	冰系攻击修正	0	0	冰系抗性修正	5	0	火系攻击修正	0	0	火系抗性修正	5	0	电系攻击修正	0	0	电系抗性修正	5	0	毒系攻击修正	0	0	毒系抗性修正	5	0	MAX_HP修正	0	0	MAX_MP修正	0	0	MAX_RAGE修正	0	0	MAX_STRIKE_POINT修正	0	0	
168	逍遥门派buff	13	STD_IMPACT_013	1	210	-1	202	20	1	0	0	1	0	0	0	0	0	0	0	18000000	0	0	0	0	0	0	命中+	0	0	闪避+	0	0	会心攻击+	2	0	会心防御+	0	0			0			0			0			0			0			0			0			0			0			0			0		0	0	
169	宝箱被打开	0	StdImpact000	0	221	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
170	排山倒海加直接伤害	3	STD_IMPACT_003	0	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值	154	9.183136395			0			0			0			0			0			0			0			0			0	
171	排山倒海加直接伤害	3	STD_IMPACT_003	0	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值	264	9.183136395			0			0			0			0			0			0			0			0			0	
172	排山倒海加直接伤害	3	STD_IMPACT_003	0	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	物理攻击+	0	0	魔法攻击+	0	0	冰系攻击	0	0	火系攻击	0	0	电系攻击	0	0	毒系攻击	0	0	伤害数值	374	9.183136395			0			0			0			0			0			0			0			0			0	
